101103022689|北河沿 故宫 景山 求是杂志  沙滩北街2号院东向两居|https://bj.lianjia.com/zufang/101103022689.html|沙滩北街2号院|2室1厅|50.46平米|东四租房/高楼层(共6层)/1995年建板楼|近地铁|||7200|2018.10.27 更新|2018-11-03 15:24:51.994436
101103005519|太华公寓  精装居家办公房 楼层高  视野好  诚心出租|https://bj.lianjia.com/zufang/101103005519.html|太华公寓|3室2厅|233.71平米|崇文门租房/高楼层(共18层)/2000年建塔楼|近地铁|||25000|2018.11.01 更新|2018-11-03 15:24:51.994571
101103125695|精装公寓，东四地铁，朝北户型好，中澳物业。|https://bj.lianjia.com/zufang/101103125695.html|凯德华玺|2房间1卫|73.68平米|金宝街租房/低楼层(共14层)/2008年建塔楼|近地铁|精装修|自供暖|12000|2018.10.30 更新|2018-11-03 15:24:51.994701
101102974422|水上华城 3室2厅 21000元|https://bj.lianjia.com/zufang/101102974422.html|水上华城|3室2厅|213.41平米|广渠门租房/高楼层(共23层)/2005年建板塔结合||||21000|2018.10.23 更新|2018-11-03 15:24:53.561712
101102999544|家具家电齐全，可拎包入住  交通便利|https://bj.lianjia.com/zufang/101102999544.html|东板桥西巷|2室1厅|52.86平米|东四租房/低楼层(共1层)/暂无数据||||5800|2018.10.21 更新|2018-11-03 15:24:53.562133
101103123525|正东国际大厦 3室1厅 25000元|https://bj.lianjia.com/zufang/101103123525.html|正东国际大厦|3室1厅|210.45平米|东直门租房/中楼层(共27层)/2004年建塔楼|近地铁|精装修|集中供暖|25000|2018.11.02 更新|2018-11-03 15:24:53.562832
101102448821|金宝街南北大复试，有电梯提前预约，看房方便。|https://bj.lianjia.com/zufang/101102448821.html|雅宝公寓|4室2厅|300.85平米|建国门内租房/高楼层(共6层)/1999年建板楼|近地铁|||45000|2018.10.26 更新|2018-11-03 15:24:53.562928
101103129624|华冠丽景 南北通透三居室 落地窗 大阳台 23000|https://bj.lianjia.com/zufang/101103129624.html|华冠丽景|3室2厅|144.75平米|东直门租房/中楼层(共7层)/2003年建板楼||精装修|自供暖|23000|2018.10.28 更新|2018-11-03 15:24:53.563004
101102676128|东直门 宇飞大厦 精装修复式一居|https://bj.lianjia.com/zufang/101102676128.html|宇飞大厦|2房间2卫|75.17平米|东直门租房/中楼层(共15层)/2009年建塔楼|近地铁|精装修|集中供暖|16800|2018.10.28 更新|2018-11-03 15:24:53.565083
101102659941|朝阳门内 精装复式四居室 家具家电齐全 品质装修|https://bj.lianjia.com/zufang/101102659941.html|南门仓胡同|4室2厅|116.47平米|朝阳门内租房/高楼层(共6层)/2003年建板楼|近地铁|精装修|集中供暖|20000|2018.10.30 更新|2018-11-03 15:24:53.565218
101103230696|法华南里 3室2厅 15000元|https://bj.lianjia.com/zufang/101103230696.html|法华南里|3室2厅|185.09平米|崇文门租房/地下室(共5层)/1990年建板楼|近地铁|||15000|2018.10.25 更新|2018-11-03 15:24:53.565331
101103232334|自由季 2房间1卫 5800元|https://bj.lianjia.com/zufang/101103232334.html|自由季|2房间1卫|51.49平米|广渠门租房/低楼层(共10层)/2010年建板塔结合||||5800|2018.10.25 更新|2018-11-03 15:24:53.565423
101103329933|大羊宜宾胡同31号院 3室1厅 16000元|https://bj.lianjia.com/zufang/101103329933.html|大羊宜宾胡同31号院|3室1厅|121.16平米|建国门内租房/高楼层(共6层)/1990年建板楼|近地铁|||16000|2018.10.21 更新|2018-11-03 15:24:53.565544
101103157434|国瑞城西区 1室1厅 12800元|https://bj.lianjia.com/zufang/101103157434.html|国瑞城西区|1室1厅|73.55平米|崇文门租房/高楼层(共16层)/2009年建塔楼|近地铁|精装修|集中供暖|12800|2018.11.01 更新|2018-11-03 15:24:53.565699
101102774793|朝阳门 内务部街 南北通透 交通方便 竹杆胡同|https://bj.lianjia.com/zufang/101102774793.html|朝阳首府|4室2厅|253.74平米|朝阳门内租房/高楼层(共11层)/2009年建板楼|近地铁|精装修|集中供暖|50000|2018.10.25 更新|2018-11-03 15:24:53.565848
101103262646|自由季 1房间1卫 5800元|https://bj.lianjia.com/zufang/101103262646.html|自由季|1房间1卫|51.49平米|广渠门租房/中楼层(共10层)/2010年建板塔结合||精装修|集中供暖|5800|2018.10.25 更新|2018-11-03 15:24:53.565966
101103212722|二环里 东城区 左安浦园开间 龙潭湖畔 拎包入住|https://bj.lianjia.com/zufang/101103212722.html|左安浦园|1室0厅|39.01平米|左安门租房/高楼层(共18层)/2004年建板塔结合|近地铁|精装修|自供暖|5200|2018.10.24 更新|2018-11-03 15:24:53.566069
